name,source_url,image_url,gender,hair_color,hair_style,eye_style,face_shape,expression,skin_tone,beard,body_type,age_vibe,cute_level,cool_level,dark_level,funny_level,power_level,match_tags,match_note
Ohara Incident,https://onepiece.fandom.com/wiki/Ohara_Incident,https://static.wikia.nocookie.net/onepiece/images/7/78/Ohara_Incident_Infobox.png/revision/latest?cb=20240303034108,,,,,,,,,,,,,,,,,
My Real Life,https://onepiece.fandom.com/wiki/My_Real_Life,https://static.wikia.nocookie.net/onepiece/images/7/72/My_Real_Life.png/revision/latest?cb=20130525200331,,,,,,,,,,,,,,,,,
Gram,https://onepiece.fandom.com/wiki/Gram,https://static.wikia.nocookie.net/onepiece/images/c/c8/Gram_Anime_Infobox.png/revision/latest?cb=20210108114326,,,,,,,,,,,,,,,,,
Roji,https://onepiece.fandom.com/wiki/Roji,https://static.wikia.nocookie.net/onepiece/images/4/42/Roji_Anime_Infobox.png/revision/latest?cb=20100426185345,,,,,,,,,,,,,,,,,
Ed Sullivan Show,https://onepiece.fandom.com/wiki/Ed_Sullivan_Show,https://static.wikia.nocookie.net/onepiece/images/4/4e/Ed_Sullivan_Show.png/revision/latest?cb=20220225213051,,,,,,,,,,,,,,,,,
Rint,https://onepiece.fandom.com/wiki/Rint,https://static.wikia.nocookie.net/onepiece/images/a/ae/Rint_Anime_Infobox.png/revision/latest?cb=20100426181013,,,,,,,,,,,,,,,,,
Mizuira,https://onepiece.fandom.com/wiki/Mizuira,https://static.wikia.nocookie.net/onepiece/images/1/1a/Mizuira_Manga_Infobox.png/revision/latest?cb=20241116132721,,,,,,,,,,,,,,,,,
Ohara,https://onepiece.fandom.com/wiki/Ohara,https://static.wikia.nocookie.net/onepiece/images/9/94/Ohara_After_the_Buster_Call.png/revision/latest?cb=20240317020438,,,,,,,,,,,,,,,,,
Roche,https://onepiece.fandom.com/wiki/Roche,https://static.wikia.nocookie.net/onepiece/images/3/39/Roche_Anime_Infobox.png/revision/latest?cb=20100426181017,,,,,,,,,,,,,,,,,
Busshiri,https://onepiece.fandom.com/wiki/Busshiri,https://static.wikia.nocookie.net/onepiece/images/e/e9/Busshiri_Anime_Infobox.png/revision/latest?cb=20100426180958,,,,,,,,,,,,,,,,,
Zadie,https://onepiece.fandom.com/wiki/Zadie,https://static.wikia.nocookie.net/onepiece/images/c/ca/Zadie_Anime_Infobox.png/revision/latest?cb=20100426181020,,,,,,,,,,,,,,,,,
Hocha,https://onepiece.fandom.com/wiki/Hocha,https://static.wikia.nocookie.net/onepiece/images/7/73/Hocha_Anime_Infobox.png/revision/latest?cb=20210108114324,,,,,,,,,,,,,,,,,
One Piece GLITTER & GLAMOURS,https://onepiece.fandom.com/wiki/One_Piece_GLITTER_%26_GLAMOURS,https://static.wikia.nocookie.net/onepiece/images/d/dd/Glitter_%26_Glamours_Film_Gold_Nami.png/revision/latest?cb=20210413151158,,,,,,,,,,,,,,,,,
One Piece Miracle Battle Carddass,https://onepiece.fandom.com/wiki/One_Piece_Miracle_Battle_Carddass,https://static.wikia.nocookie.net/onepiece/images/9/9e/One_Piece_Miracle_Battle_Carddass.png/revision/latest?cb=20130302105602,,,,,,,,,,,,,,,,,
Tsugaru Umi,https://onepiece.fandom.com/wiki/Tsugaru_Umi,https://static.wikia.nocookie.net/onepiece/images/b/b7/Tsugaru_Umi_Anime_Infobox.png/revision/latest?cb=20200928160316,,,,,,,,,,,,,,,,,
Hana Hana no Mi,https://onepiece.fandom.com/wiki/Hana_Hana_no_Mi,https://static.wikia.nocookie.net/onepiece/images/2/21/Hana_Hana_no_Mi_Infobox.png/revision/latest?cb=20191228120242,,,,,,,,,,,,,,,,,
Half Age Characters,https://onepiece.fandom.com/wiki/Half_Age_Characters,https://static.wikia.nocookie.net/onepiece/images/9/95/Half_Age_Robin.png/revision/latest?cb=20131128123348,,,,,,,,,,,,,,,,,
DJ Satan,https://onepiece.fandom.com/wiki/DJ_Satan,https://static.wikia.nocookie.net/onepiece/images/6/65/DJ_Satan_Manga_Infobox.png/revision/latest?cb=20241127021756,,,,,,,,,,,,,,,,,
Kanezenny,https://onepiece.fandom.com/wiki/Kanezenny,https://static.wikia.nocookie.net/onepiece/images/6/6f/Kanezenny_Anime_Infobox.png/revision/latest?cb=20240704230652,,,,,,,,,,,,,,,,,
Jube,https://onepiece.fandom.com/wiki/Jube,https://static.wikia.nocookie.net/onepiece/images/6/6c/Jube_Anime_Infobox.png/revision/latest?cb=20131122141855,,,,,,,,,,,,,,,,,
Bens,https://onepiece.fandom.com/wiki/Bens,https://static.wikia.nocookie.net/onepiece/images/0/00/Bens_Infobox.png/revision/latest?cb=20221229043955,,,,,,,,,,,,,,,,,
Nigeratta,https://onepiece.fandom.com/wiki/Nigeratta,https://static.wikia.nocookie.net/onepiece/images/8/84/Nigeratta_Anime_Infobox.png/revision/latest?cb=20240704230720,,,,,,,,,,,,,,,,,
Lil,https://onepiece.fandom.com/wiki/Lil,https://static.wikia.nocookie.net/onepiece/images/4/41/Lil_Anime_Infobox.png/revision/latest?cb=20130624211711,,,,,,,,,,,,,,,,,
Dare ga Michibiku Nara,https://onepiece.fandom.com/wiki/Dare_ga_Michibiku_Nara,https://static.wikia.nocookie.net/onepiece/images/2/22/Dare_ga_Michibiku_Nara.png/revision/latest?cb=20170715230740,,,,,,,,,,,,,,,,,
Franky,https://onepiece.fandom.com/wiki/Franky,https://static.wikia.nocookie.net/onepiece/images/8/8c/Franky_Anime_Post_Timeskip_Infobox.png/revision/latest?cb=20241110020715,,,,,,,,,,,,,,,,,
Franky Family,https://onepiece.fandom.com/wiki/Franky_Family,https://static.wikia.nocookie.net/onepiece/images/b/b6/Franky_Family_Infobox.png/revision/latest?cb=20221108053922,,,,,,,,,,,,,,,,,
Franky House,https://onepiece.fandom.com/wiki/Franky_House,https://static.wikia.nocookie.net/onepiece/images/f/f9/Rebuilt_Franky_House.png/revision/latest?cb=20131003024127,,,,,,,,,,,,,,,,,
Battle Frankies,https://onepiece.fandom.com/wiki/Battle_Frankies,https://static.wikia.nocookie.net/onepiece/images/b/bf/Battle_Frankies_Infobox.png/revision/latest?cb=20220720161916,,,,,,,,,,,,,,,,,
Franky! Guarantee!,https://onepiece.fandom.com/wiki/Franky!_Guarantee!,https://static.wikia.nocookie.net/onepiece/images/f/f8/One_Piece_Thousand_Sunny_Go_Song_CD.png/revision/latest?cb=20130114004203,,,,,,,,,,,,,,,,,
Turco,https://onepiece.fandom.com/wiki/Turco,https://static.wikia.nocookie.net/onepiece/images/8/84/Turco_Anime_Infobox.png/revision/latest?cb=20130425020753,,,,,,,,,,,,,,,,,
Kurosai FR-U IV,https://onepiece.fandom.com/wiki/Kurosai_FR-U_IV,https://static.wikia.nocookie.net/onepiece/images/e/e3/Kurosai_FR-U_IV_Infobox.png/revision/latest?cb=20230513030915,,,,,,,,,,,,,,,,,
Kiev,https://onepiece.fandom.com/wiki/Kiev,https://static.wikia.nocookie.net/onepiece/images/1/19/Kiev_Manga_Post_Timeskip_Infobox.png/revision/latest?cb=20170313044928,,,,,,,,,,,,,,,,,
Mozu and Kiwi,https://onepiece.fandom.com/wiki/Mozu_and_Kiwi,https://static.wikia.nocookie.net/onepiece/images/4/4d/Mozu_and_Kiwi_Anime_Infobox.png/revision/latest?cb=20250224005132,,,,,,,,,,,,,,,,,
Zambai,https://onepiece.fandom.com/wiki/Zambai,https://static.wikia.nocookie.net/onepiece/images/d/d7/Zambai_Manga_Post_Timeskip_Infobox.png/revision/latest?cb=20210313192955,,,,,,,,,,,,,,,,,
Straw Hat's Separation Serial,https://onepiece.fandom.com/wiki/Straw_Hat%27s_Separation_Serial,https://static.wikia.nocookie.net/onepiece/images/9/90/Straw_Hat%27s_Separation_Serial.png/revision/latest?cb=20231120185926,,,,,,,,,,,,,,,,,
Schollzo,https://onepiece.fandom.com/wiki/Schollzo,https://static.wikia.nocookie.net/onepiece/images/e/ec/Schollzo_Anime_Infobox.png/revision/latest?cb=20130510175434,,,,,,,,,,,,,,,,,
Kop,https://onepiece.fandom.com/wiki/Kop,https://static.wikia.nocookie.net/onepiece/images/4/4f/Kop_Anime_Infobox.png/revision/latest?cb=20130910015051,,,,,,,,,,,,,,,,,
Gomorrah,https://onepiece.fandom.com/wiki/Gomorrah,https://static.wikia.nocookie.net/onepiece/images/f/f0/Gomorrah_Anime_Infobox.png/revision/latest?cb=20250318235112,,,,,,,,,,,,,,,,,
Footbianco,https://onepiece.fandom.com/wiki/Footbianco,https://static.wikia.nocookie.net/onepiece/images/3/3a/Footbianco_Anime_Infobox.png/revision/latest?cb=20241016045228,,,,,,,,,,,,,,,,,
Tamagon,https://onepiece.fandom.com/wiki/Tamagon,https://static.wikia.nocookie.net/onepiece/images/4/47/Tamagon_Manga_Post_Timeskip_Infobox.png/revision/latest?cb=20170319002243,,,,,,,,,,,,,,,,,
Ottoland,https://onepiece.fandom.com/wiki/Ottoland,https://static.wikia.nocookie.net/onepiece/images/a/a0/Ottoland_Anime_Infobox.png/revision/latest?cb=20241016144405,,,,,,,,,,,,,,,,,
Franken,https://onepiece.fandom.com/wiki/Franken,https://static.wikia.nocookie.net/onepiece/images/8/89/Franken_Infobox.png/revision/latest?cb=20240515023819,,,,,,,,,,,,,,,,,
Hentai☆Shingitai! ~Franky goes to Nagasaki~,https://onepiece.fandom.com/wiki/Hentai%E2%98%86Shingitai!_~Franky_goes_to_Nagasaki~,https://static.wikia.nocookie.net/onepiece/images/d/d0/Hentai%E2%98%86Shingitai%21_~Franky_goes_to_Nagasaki~.png/revision/latest?cb=20170715230918,,,,,,,,,,,,,,,,,
Brook,https://onepiece.fandom.com/wiki/Brook,https://static.wikia.nocookie.net/onepiece/images/4/41/Brook_Anime_Post_Timeskip_Infobox.png/revision/latest?cb=20161016160925,,,,,,,,,,,,,,,,,
Brook (One Piece in Love),https://onepiece.fandom.com/wiki/Brook_(One_Piece_in_Love),https://static.wikia.nocookie.net/onepiece/images/5/52/Brook_%28One_Piece_in_Love%29_Anime_Infobox.png/revision/latest?cb=20250403182745,,,,,,,,,,,,,,,,,
Pekkori,https://onepiece.fandom.com/wiki/Pekkori,https://static.wikia.nocookie.net/onepiece/images/d/de/Pekkori_Anime_Infobox.png/revision/latest?cb=20131116175245,,,,,,,,,,,,,,,,,
Sancrin,https://onepiece.fandom.com/wiki/Sancrin,https://static.wikia.nocookie.net/onepiece/images/3/3e/Sancrin_Anime_Post_Timeskip_Infobox.png/revision/latest?cb=20120705174859,,,,,,,,,,,,,,,,,
Yomi Yomi no Mi,https://onepiece.fandom.com/wiki/Yomi_Yomi_no_Mi,https://static.wikia.nocookie.net/onepiece/images/3/3b/Yomi_Yomi_no_Mi_Infobox.png/revision/latest?cb=20201116170233,,,,,,,,,,,,,,,,,
Soul Solid,https://onepiece.fandom.com/wiki/Soul_Solid,https://static.wikia.nocookie.net/onepiece/images/5/59/Soul_Solid_Infobox.png/revision/latest?cb=20260421183726,,,,,,,,,,,,,,,,,
Infiltrate!! Thousand Sunny,https://onepiece.fandom.com/wiki/Infiltrate!!_Thousand_Sunny,https://static.wikia.nocookie.net/onepiece/images/f/fc/SERENA%C3%97ONE_PIECE_3D.png/revision/latest?cb=20130826134738,,,,,,,,,,,,,,,,,
Binks' Sake,https://onepiece.fandom.com/wiki/Binks%27_Sake,https://static.wikia.nocookie.net/onepiece/images/9/97/Binks%27_Sake_Infobox.png/revision/latest?cb=20130125215919,,,,,,,,,,,,,,,,,
Jinbe,https://onepiece.fandom.com/wiki/Jinbe,https://static.wikia.nocookie.net/onepiece/images/8/81/Jinbe_Anime_Infobox.png/revision/latest?cb=20170521201349,,,,,,,,,,,,,,,,,
"Solo Journey of Jinbe, Knight of the Sea","https://onepiece.fandom.com/wiki/Solo_Journey_of_Jinbe,_Knight_of_the_Sea",https://static.wikia.nocookie.net/onepiece/images/d/d5/Solo_Journey_of_Jinbe%2C_Knight_of_the_Sea.png/revision/latest?cb=20231120190021,,,,,,,,,,,,,,,,,
Fish-Man Jujutsu,https://onepiece.fandom.com/wiki/Fish-Man_Jujutsu,https://static.wikia.nocookie.net/onepiece/images/2/22/Fish-Man_Jujutsu_Infobox.png/revision/latest?cb=20231206143458,,,,,,,,,,,,,,,,,
S-Shark,https://onepiece.fandom.com/wiki/S-Shark,https://static.wikia.nocookie.net/onepiece/images/9/92/S-Shark_Anime_Infobox.png/revision/latest?cb=20240407033821,,,,,,,,,,,,,,,,,
Helmsman,https://onepiece.fandom.com/wiki/Helmsman,https://static.wikia.nocookie.net/onepiece/images/5/5b/Jinbe_Tack_Sailing.png/revision/latest?cb=20240829205659,,,,,,,,,,,,,,,,,
Portgas D. Ace,https://onepiece.fandom.com/wiki/Portgas_D._Ace,https://static.wikia.nocookie.net/onepiece/images/4/4f/Portgas_D._Ace_Anime_Infobox.png/revision/latest?cb=20240629132600,,,,,,,,,,,,,,,,,
Portgas D. Rouge,https://onepiece.fandom.com/wiki/Portgas_D._Rouge,https://static.wikia.nocookie.net/onepiece/images/9/9c/Portgas_D._Rouge_Anime_Infobox.png/revision/latest?cb=20240731221040,,,,,,,,,,,,,,,,,
Kimel,https://onepiece.fandom.com/wiki/Kimel,https://static.wikia.nocookie.net/onepiece/images/d/d4/Kimel_Anime_Infobox.png/revision/latest?cb=20220306063450,,,,,,,,,,,,,,,,,
Dogya,https://onepiece.fandom.com/wiki/Dogya,https://static.wikia.nocookie.net/onepiece/images/3/36/Dogya_Manga_Infobox.png/revision/latest?cb=20200508174451,,,,,,,,,,,,,,,,,
Cornelia,https://onepiece.fandom.com/wiki/Cornelia,https://static.wikia.nocookie.net/onepiece/images/f/f2/Cornelia_Anime_Infobox.png/revision/latest?cb=20220306061707,,,,,,,,,,,,,,,,,
A O,https://onepiece.fandom.com/wiki/A_O,https://static.wikia.nocookie.net/onepiece/images/8/8c/A_O_Anime_Infobox.png/revision/latest?cb=20230528152214,,,,,,,,,,,,,,,,,
Kukai,https://onepiece.fandom.com/wiki/Kukai,https://static.wikia.nocookie.net/onepiece/images/e/e2/Kukai_Anime_Infobox.png/revision/latest?cb=20220306063104,,,,,,,,,,,,,,,,,
Saber,https://onepiece.fandom.com/wiki/Saber,https://static.wikia.nocookie.net/onepiece/images/b/b4/Saber_Anime_Infobox.png/revision/latest?cb=20171114122107,,,,,,,,,,,,,,,,,
Finamore,https://onepiece.fandom.com/wiki/Finamore,https://static.wikia.nocookie.net/onepiece/images/a/ac/Finamore_Anime_Infobox.png/revision/latest?cb=20171114122129,,,,,,,,,,,,,,,,,
Barry,https://onepiece.fandom.com/wiki/Barry,https://static.wikia.nocookie.net/onepiece/images/e/ed/Barry_Anime_Infobox.png/revision/latest?cb=20220306062729,,,,,,,,,,,,,,,,,
Ossamondo,https://onepiece.fandom.com/wiki/Ossamondo,https://static.wikia.nocookie.net/onepiece/images/b/b9/Ossamondo_Manga_Infobox.png/revision/latest?cb=20200508175234,,,,,,,,,,,,,,,,,
Ducky Bree,https://onepiece.fandom.com/wiki/Ducky_Bree,https://static.wikia.nocookie.net/onepiece/images/9/91/Ducky_Bree_Anime_Infobox.png/revision/latest?cb=20190721041335,,,,,,,,,,,,,,,,,
Aggie 68,https://onepiece.fandom.com/wiki/Aggie_68,https://static.wikia.nocookie.net/onepiece/images/e/e9/Aggie_68_Anime_Infobox.png/revision/latest?cb=20171114122121,,,,,,,,,,,,,,,,,
Gol D. Roger,https://onepiece.fandom.com/wiki/Gol_D._Roger,https://static.wikia.nocookie.net/onepiece/images/2/24/Gol_D._Roger_Anime_Infobox.png/revision/latest?cb=20230612100153,,,,,,,,,,,,,,,,,
Hublot,https://onepiece.fandom.com/wiki/Hublot,https://static.wikia.nocookie.net/onepiece/images/1/15/Hublot_Anime_Infobox.png/revision/latest?cb=20220306064241,,,,,,,,,,,,,,,,,
Wallace,https://onepiece.fandom.com/wiki/Wallace,https://static.wikia.nocookie.net/onepiece/images/6/65/Wallace_Manga_Infobox.png/revision/latest?cb=20200508174007,,,,,,,,,,,,,,,,,
Skull,https://onepiece.fandom.com/wiki/Skull,https://static.wikia.nocookie.net/onepiece/images/c/c4/Skull_Anime_Infobox.png/revision/latest?cb=20220306060059,,,,,,,,,,,,,,,,,
Striker,https://onepiece.fandom.com/wiki/Striker,https://static.wikia.nocookie.net/onepiece/images/4/41/Striker_Infobox.png/revision/latest?cb=20230617124544,,,,,,,,,,,,,,,,,
Leonero,https://onepiece.fandom.com/wiki/Leonero,https://static.wikia.nocookie.net/onepiece/images/8/8f/Leonero_Anime_Infobox.png/revision/latest?cb=20220306092022,,,,,,,,,,,,,,,,,
Banshee,https://onepiece.fandom.com/wiki/Banshee,https://static.wikia.nocookie.net/onepiece/images/c/c0/Banshee_Anime_Infobox.png/revision/latest?cb=20220306061402,,,,,,,,,,,,,,,,,
Oliva,https://onepiece.fandom.com/wiki/Oliva,https://static.wikia.nocookie.net/onepiece/images/d/d5/NoPicAvailable.png/revision/latest?cb=20210110135101,,,,,,,,,,,,,,,,,
Kotatsu,https://onepiece.fandom.com/wiki/Kotatsu,https://static.wikia.nocookie.net/onepiece/images/c/c4/Kotatsu_Anime_Infobox.png/revision/latest?cb=20220306055415,,,,,,,,,,,,,,,,,
Ganryu,https://onepiece.fandom.com/wiki/Ganryu,https://static.wikia.nocookie.net/onepiece/images/7/7d/Ganryu_Anime_Infobox.png/revision/latest?cb=20220306061011,,,,,,,,,,,,,,,,,
Kechatch,https://onepiece.fandom.com/wiki/Kechatch,https://static.wikia.nocookie.net/onepiece/images/b/b0/Kechatch_Infobox.png/revision/latest?cb=20170313044055,,,,,,,,,,,,,,,,,
South Blue,https://onepiece.fandom.com/wiki/South_Blue,https://static.wikia.nocookie.net/onepiece/images/6/6f/Summit_War_South_Blue.png/revision/latest?cb=20241023071909,,,,,,,,,,,,,,,,,
Hangan,https://onepiece.fandom.com/wiki/Hangan,https://static.wikia.nocookie.net/onepiece/images/5/54/Hangan_Anime_Infobox.png/revision/latest?cb=20130809200437,,,,,,,,,,,,,,,,,
Ace (Sword),https://onepiece.fandom.com/wiki/Ace_(Sword),https://static.wikia.nocookie.net/onepiece/images/9/9b/Ace_%28Sword%29_Infobox.png/revision/latest?cb=20210701045915,,,,,,,,,,,,,,,,,
Brocca,https://onepiece.fandom.com/wiki/Brocca,https://static.wikia.nocookie.net/onepiece/images/9/95/Brocca_Anime_Infobox.png/revision/latest?cb=20130811203314,,,,,,,,,,,,,,,,,
Draw,https://onepiece.fandom.com/wiki/Draw,https://static.wikia.nocookie.net/onepiece/images/d/d5/NoPicAvailable.png/revision/latest?cb=20210110135101,,,,,,,,,,,,,,,,,
Mr. Mellow,https://onepiece.fandom.com/wiki/Mr._Mellow,https://static.wikia.nocookie.net/onepiece/images/a/a8/Mr._Mellow_Anime_Infobox.png/revision/latest?cb=20230423235022,,,,,,,,,,,,,,,,,
Pavlik,https://onepiece.fandom.com/wiki/Pavlik,https://static.wikia.nocookie.net/onepiece/images/4/46/Pavlik_Anime_Infobox.png/revision/latest?cb=20240627014831,,,,,,,,,,,,,,,,,
Mera Mera no Mi,https://onepiece.fandom.com/wiki/Mera_Mera_no_Mi,https://static.wikia.nocookie.net/onepiece/images/8/8c/Mera_Mera_no_Mi_Infobox.png/revision/latest?cb=20240710204632,,,,,,,,,,,,,,,,,
G.E.M. Series,https://onepiece.fandom.com/wiki/G.E.M._Series,https://static.wikia.nocookie.net/onepiece/images/9/91/G.E.M._Series_Monkey_D._Luffy_Run_Run_Run.png/revision/latest?cb=20221212035545,,,,,,,,,,,,,,,,,
Vitan,https://onepiece.fandom.com/wiki/Vitan,https://static.wikia.nocookie.net/onepiece/images/8/86/Vitan_Manga_Infobox.png/revision/latest?cb=20170319020323,,,,,,,,,,,,,,,,,
Baggaley,https://onepiece.fandom.com/wiki/Baggaley,https://static.wikia.nocookie.net/onepiece/images/a/a3/Baggaley_Manga_Infobox.png/revision/latest?cb=20240625022139,,,,,,,,,,,,,,,,,
Curly Dadan,https://onepiece.fandom.com/wiki/Curly_Dadan,https://static.wikia.nocookie.net/onepiece/images/b/b4/Curly_Dadan_Anime_Infobox.png/revision/latest?cb=20160802231340,,,,,,,,,,,,,,,,,
Ninth,https://onepiece.fandom.com/wiki/Ninth,https://static.wikia.nocookie.net/onepiece/images/5/57/Ninth_Manga_Infobox.png/revision/latest?cb=20170317042229,,,,,,,,,,,,,,,,,
Baterilla,https://onepiece.fandom.com/wiki/Baterilla,https://static.wikia.nocookie.net/onepiece/images/1/14/Baterilla_Infobox.png/revision/latest?cb=20121104171115,,,,,,,,,,,,,,,,,
Mihar,https://onepiece.fandom.com/wiki/Mihar,https://static.wikia.nocookie.net/onepiece/images/8/87/Mihar_Anime_Infobox.png/revision/latest?cb=20220418075745,,,,,,,,,,,,,,,,,
Super Rookie,https://onepiece.fandom.com/wiki/Super_Rookie,https://static.wikia.nocookie.net/onepiece/images/2/2b/Sabaody_Archipelago_Arc.png/revision/latest?cb=20230403161152,,,,,,,,,,,,,,,,,
Goru Goru no Mi,https://onepiece.fandom.com/wiki/Goru_Goru_no_Mi,https://static.wikia.nocookie.net/onepiece/images/d/da/Goru_Goru_no_Mi_Infobox.png/revision/latest?cb=20220329091123,,,,,,,,,,,,,,,,,
Oro Jackson,https://onepiece.fandom.com/wiki/Oro_Jackson,https://static.wikia.nocookie.net/onepiece/images/9/9b/Oro_Jackson_Infobox.png/revision/latest?cb=20250207230706,,,,,,,,,,,,,,,,,
Eric Dow,https://onepiece.fandom.com/wiki/Eric_Dow,https://static.wikia.nocookie.net/onepiece/images/d/d5/NoPicAvailable.png/revision/latest?cb=20210110135101,,,,,,,,,,,,,,,,,
Gowns Brothers,https://onepiece.fandom.com/wiki/Gowns_Brothers,https://static.wikia.nocookie.net/onepiece/images/d/d5/NoPicAvailable.png/revision/latest?cb=20210110135101,,,,,,,,,,,,,,,,,
Straw Hat,https://onepiece.fandom.com/wiki/Straw_Hat,https://static.wikia.nocookie.net/onepiece/images/b/b2/Straw_Hat.png/revision/latest?cb=20231119104349,,,,,,,,,,,,,,,,,
Gild Tesoro,https://onepiece.fandom.com/wiki/Gild_Tesoro,https://static.wikia.nocookie.net/onepiece/images/9/91/Gild_Tesoro_Anime_Infobox.png/revision/latest?cb=20190404152956,,,,,,,,,,,,,,,,,
Silver-Silver,https://onepiece.fandom.com/wiki/Silver-Silver,https://static.wikia.nocookie.net/onepiece/images/d/d5/NoPicAvailable.png/revision/latest?cb=20210110135101,,,,,,,,,,,,,,,,,
Anjo,https://onepiece.fandom.com/wiki/Anjo,https://static.wikia.nocookie.net/onepiece/images/a/ad/Anjo_Anime_Infobox.png/revision/latest?cb=20230311041447,,,,,,,,,,,,,,,,,
Jorge,https://onepiece.fandom.com/wiki/Jorge,https://static.wikia.nocookie.net/onepiece/images/1/1d/Jorge_Anime_Infobox.png/revision/latest?cb=20240727162917,,,,,,,,,,,,,,,,,
One Piece,https://onepiece.fandom.com/wiki/One_Piece,,,,,,,,,,,,,,,,,,
Squard,https://onepiece.fandom.com/wiki/Squard,https://static.wikia.nocookie.net/onepiece/images/b/b8/Squard_Anime_Infobox.png/revision/latest?cb=20140921221031,,,,,,,,,,,,,,,,,
Raoul,https://onepiece.fandom.com/wiki/Raoul,https://static.wikia.nocookie.net/onepiece/images/a/a1/Raoul_Anime_Infobox.png/revision/latest?cb=20230912212114,,,,,,,,,,,,,,,,,
Battle of Edd War,https://onepiece.fandom.com/wiki/Battle_of_Edd_War,https://static.wikia.nocookie.net/onepiece/images/e/e8/Edd_War_Infobox.png/revision/latest?cb=20231013230809,,,,,,,,,,,,,,,,,
Donald Moderate,https://onepiece.fandom.com/wiki/Donald_Moderate,https://static.wikia.nocookie.net/onepiece/images/8/8a/Donald_Moderate_Anime_Infobox.png/revision/latest?cb=20200407164721,,,,,,,,,,,,,,,,,
Loguetown,https://onepiece.fandom.com/wiki/Loguetown,https://static.wikia.nocookie.net/onepiece/images/2/27/Loguetown_Infobox.png/revision/latest?cb=20230607225302,,,,,,,,,,,,,,,,,
Crocus,https://onepiece.fandom.com/wiki/Crocus,https://static.wikia.nocookie.net/onepiece/images/3/34/Crocus_Anime_Infobox.png/revision/latest?cb=20230403010215,,,,,,,,,,,,,,,,,
Inherited Will,https://onepiece.fandom.com/wiki/Inherited_Will,,,,,,,,,,,,,,,,,,
We Can!,https://onepiece.fandom.com/wiki/We_Can!,https://static.wikia.nocookie.net/onepiece/images/f/f7/We_Can%21.png/revision/latest?cb=20160822112152,,,,,,,,,,,,,,,,,
One Piece Amazing Log Collection,https://onepiece.fandom.com/wiki/One_Piece_Amazing_Log_Collection,https://static.wikia.nocookie.net/onepiece/images/a/a3/AmeColle-box.png/revision/latest?cb=20130726113053,,,,,,,,,,,,,,,,,
Naguri,https://onepiece.fandom.com/wiki/Naguri,https://static.wikia.nocookie.net/onepiece/images/8/8d/Naguri_Anime_Infobox.png/revision/latest?cb=20130718102131,,,,,,,,,,,,,,,,,
Muchigoro,https://onepiece.fandom.com/wiki/Muchigoro,https://static.wikia.nocookie.net/onepiece/images/c/c0/Muchigoro_Anime_Infobox.png/revision/latest?cb=20131013225151,,,,,,,,,,,,,,,,,
Killer Giant,https://onepiece.fandom.com/wiki/Killer_Giant,https://static.wikia.nocookie.net/onepiece/images/2/22/Killer_Giant_Anime_Infobox.png/revision/latest?cb=20130211022001,,,,,,,,,,,,,,,,,
Yui,https://onepiece.fandom.com/wiki/Yui,https://static.wikia.nocookie.net/onepiece/images/2/2f/Yui_Anime_Infobox.png/revision/latest?cb=20210321033432,,,,,,,,,,,,,,,,,
Trafalgar D. Water Law,https://onepiece.fandom.com/wiki/Trafalgar_D._Water_Law,https://static.wikia.nocookie.net/onepiece/images/4/4d/Trafalgar_D._Water_Law_Anime_Post_Timeskip_Infobox.png/revision/latest?cb=20230124163510,,,,,,,,,,,,,,,,,
Trafalgar Lami,https://onepiece.fandom.com/wiki/Trafalgar_Lami,https://static.wikia.nocookie.net/onepiece/images/4/48/Trafalgar_Lami_Anime_Infobox.png/revision/latest?cb=20150712150522,,,,,,,,,,,,,,,,,
"Great Fun Project! ""Surgeon of Death"" Trafalgar Law",https://onepiece.fandom.com/wiki/Great_Fun_Project!_%22Surgeon_of_Death%22_Trafalgar_Law,https://static.wikia.nocookie.net/onepiece/images/b/bf/Great_Fun_Project%21_%22Surgeon_of_Death%22_Trafalgar_Law.png/revision/latest?cb=20240204040042,,,,,,,,,,,,,,,,,
Kikoku,https://onepiece.fandom.com/wiki/Kikoku,https://static.wikia.nocookie.net/onepiece/images/5/50/Kikoku_Infobox.png/revision/latest?cb=20161212021632,,,,,,,,,,,,,,,,,
Flevance,https://onepiece.fandom.com/wiki/Flevance,https://static.wikia.nocookie.net/onepiece/images/2/24/Flevance_Infobox.png/revision/latest?cb=20150712150727,,,,,,,,,,,,,,,,,
Nanagi,https://onepiece.fandom.com/wiki/Nanagi,https://static.wikia.nocookie.net/onepiece/images/1/17/Nanagi_Infobox.png/revision/latest?cb=20241206014110,,,,,,,,,,,,,,,,,
Rocky Port Incident,https://onepiece.fandom.com/wiki/Rocky_Port_Incident,,,,,,,,,,,,,,,,,,
Wellington,https://onepiece.fandom.com/wiki/Wellington,https://static.wikia.nocookie.net/onepiece/images/e/ed/Wellington_Anime_Infobox.png/revision/latest?cb=20240705011127,,,,,,,,,,,,,,,,,
Polar Tang,https://onepiece.fandom.com/wiki/Polar_Tang,https://static.wikia.nocookie.net/onepiece/images/f/f3/Polar_Tang_Infobox.png/revision/latest?cb=20220830044659,,,,,,,,,,,,,,,,,
Kalik Meidara,https://onepiece.fandom.com/wiki/Kalik_Meidara,https://static.wikia.nocookie.net/onepiece/images/2/2b/Kalik_Meidara_Infobox.png/revision/latest?cb=20241206014057,,,,,,,,,,,,,,,,,
